nationality,class,time_s,time,5ktime,5kdiff,5kminperk,5kkmh,5kplace,10ktime,10kdiff,10kminperk,10kkmh,10kplace,15ktime,15kdiff,15kminperk,15kkmh,15kplace,20ktime,20kdiff,20kminperk,20kkmh,20kplace,finishtime_s,finishtime,finishdiff,finishminperk,finishkmh
SWE,D40,5293,01:28:13,00:20:17,20:17,04:04,14.79,63,00:41:01,20:43,04:09,14.47,65,01:02:18,21:16,04:16,14.10,64,01:23:48,21:30,04:19,13.95,61,5293,01:28:13,04:24,04:01,14.95
SWE,H17,4396,01:13:16,00:16:14,16:14,03:15,18.48,40,00:32:37,16:23,03:17,18.30,39,00:50:23,17:45,03:34,16.90,49,01:09:14,18:51,03:47,15.91,52,4396,01:13:16,04:02,03:41,16.31
SWE,D40,5301,01:28:21,00:20:10,20:10,04:03,14.87,58,00:40:41,20:31,04:07,14.61,60,01:01:56,21:14,04:15,14.12,62,01:23:22,21:26,04:18,13.99,59,5301,01:28:21,04:58,04:33,13.23
DEN,H35,4402,01:13:22,00:17:14,17:14,03:27,17.40,77,00:34:10,16:55,03:24,17.72,68,00:51:38,17:27,03:30,17.18,65,01:09:41,18:02,03:37,16.62,63,4402,01:13:22,03:41,03:22,17.84
SWE,H17,4403,01:13:23,00:17:04,17:04,03:25,17.57,65,00:34:00,16:56,03:24,17.72,62,00:51:25,17:25,03:30,17.22,59,01:09:27,18:01,03:37,16.64,58,4403,01:13:23,03:56,03:36,16.72
SWE,H35,4403,01:13:23,00:16:59,16:59,03:24,17.66,59,00:33:42,16:43,03:21,17.94,54,00:51:05,17:22,03:29,17.26,54,01:09:38,18:33,03:43,16.17,60,4403,01:13:23,03:45,03:26,17.51
SWE,D17,5301,01:28:21,00:19:54,19:54,03:59,15.06,42,00:40:08,20:13,04:03,14.84,54,01:01:25,21:17,04:16,14.09,56,01:23:28,22:03,04:25,13.60,60,5301,01:28:21,04:53,04:28,13.48
SWE,D17,5330,01:28:50,00:21:10,21:10,04:15,14.17,115,00:41:49,20:38,04:08,14.53,94,01:03:02,21:13,04:15,14.14,73,01:24:22,21:20,04:17,14.06,66,5330,01:28:50,04:28,04:05,14.72
SWE,H17,4407,01:13:27,00:17:14,17:14,03:27,17.40,76,00:34:13,16:59,03:24,17.66,70,00:51:37,17:23,03:29,17.25,64,01:09:40,18:03,03:37,16.62,62,4407,01:13:27,03:47,03:27,17.39
DEN,D35,5334,01:28:54,00:21:00,21:00,04:13,14.28,99,00:41:34,20:34,04:07,14.58,79,01:02:39,21:04,04:13,14.23,67,01:24:16,21:37,04:20,13.87,64,5334,01:28:54,04:38,04:14,14.20
SWE,D17,5335,01:28:55,00:20:37,20:37,04:08,14.55,72,00:41:16,20:39,04:08,14.52,71,01:02:36,21:19,04:16,14.07,66,01:24:13,21:36,04:20,13.89,63,5335,01:28:55,04:41,04:18,14.01
SUI,H17,4426,01:13:46,00:17:03,17:03,03:25,17.58,64,00:34:10,17:06,03:26,17.53,69,00:51:51,17:41,03:33,16.97,70,01:10:05,18:13,03:39,16.46,71,4426,01:13:46,03:41,03:23,17.81
SWE,H17,4428,01:13:48,00:15:44,15:44,03:09,19.06,29,00:32:30,16:46,03:22,17.88,38,00:50:12,17:41,03:33,16.96,46,01:09:38,19:26,03:54,15.44,61,4428,01:13:48,04:10,03:48,15.79
SWE,D17,5335,01:28:55,00:19:48,19:48,03:58,15.15,37,00:40:04,20:16,04:04,14.80,52,01:01:24,21:19,04:16,14.07,55,01:24:05,22:41,04:33,13.23,62,5335,01:28:55,04:49,04:25,13.62
SWE,D35,5339,01:28:59,00:20:16,20:16,04:04,14.80,61,00:40:49,20:32,04:07,14.60,62,01:02:41,21:52,04:23,13.72,69,01:24:18,21:36,04:20,13.88,65,5339,01:28:59,04:41,04:17,14.03
SWE,H17,4429,01:13:49,00:17:05,17:05,03:26,17.55,68,00:33:55,16:49,03:22,17.83,57,00:51:21,17:26,03:30,17.20,58,01:09:50,18:28,03:42,16.24,64,4429,01:13:49,03:59,03:39,16.48
SWE,D35,5343,01:29:03,00:21:31,21:31,04:19,13.94,151,00:42:19,20:47,04:10,14.43,121,01:03:25,21:06,04:14,14.22,86,01:24:37,21:12,04:15,14.15,68,5343,01:29:03,04:25,04:03,14.87
SWE,H17,4432,01:13:52,00:17:16,17:16,03:28,17.36,78,00:34:27,17:11,03:27,17.46,78,00:52:05,17:38,03:32,17.01,75,01:10:03,17:57,03:36,16.71,68,4432,01:13:52,03:48,03:29,17.28
SWE,D17,5352,01:29:12,00:20:38,20:38,04:08,14.54,73,00:41:17,20:38,04:08,14.53,72,01:02:48,21:31,04:19,13.94,70,01:24:45,21:57,04:24,13.67,71,5352,01:29:12,04:27,04:04,14.76
SWE,H40,4432,01:13:52,00:17:05,17:05,03:26,17.56,67,00:34:00,16:55,03:24,17.72,63,00:51:32,17:32,03:31,17.11,61,01:09:59,18:26,03:42,16.27,66,4432,01:13:52,03:53,03:33,16.93
NOR,H17,4432,01:13:52,00:17:30,17:30,03:31,17.14,93,00:34:30,16:59,03:24,17.65,80,00:52:04,17:34,03:31,17.08,74,01:10:04,18:00,03:37,16.66,69,4432,01:13:52,03:48,03:29,17.29
NOR,D40,5362,01:29:22,00:20:53,20:53,04:11,14.36,87,00:41:35,20:42,04:09,14.49,80,01:02:53,21:17,04:16,14.09,71,01:24:44,21:51,04:23,13.73,70,5362,01:29:22,04:38,04:14,14.20
SWE,H40,4432,01:13:52,00:17:02,17:02,03:25,17.61,60,00:34:00,16:57,03:24,17.68,61,00:51:33,17:33,03:31,17.09,62,01:09:59,18:25,03:42,16.28,65,4432,01:13:52,03:53,03:34,16.89
SWE,D17,5365,01:29:25,00:20:54,20:54,04:11,14.35,88,00:41:25,20:30,04:07,14.62,73,01:02:34,21:09,04:14,14.18,65,01:24:41,22:07,04:26,13.56,69,5365,01:29:25,04:43,04:19,13.95
SWE,D17,5369,01:29:29,00:20:52,20:52,04:11,14.37,85,00:41:16,20:23,04:05,14.71,70,01:02:40,21:23,04:17,14.02,68,01:24:55,22:15,04:28,13.48,72,5369,01:29:29,04:34,04:10,14.41
SWE,H17,4434,01:13:54,00:17:35,17:35,03:32,17.05,97,00:34:52,17:16,03:28,17.36,86,00:52:32,17:40,03:33,16.98,79,01:10:17,17:44,03:33,16.91,74,4434,01:13:54,03:37,03:19,18.17
NOR,D17,5370,01:29:30,00:21:15,21:15,04:16,14.11,121,00:42:16,21:01,04:13,14.27,119,01:03:44,21:27,04:18,13.98,98,01:25:04,21:19,04:16,14.06,76,5370,01:29:30,04:26,04:03,14.82
SWE,H35,4434,01:13:54,00:17:03,17:03,03:25,17.59,63,00:34:09,17:05,03:26,17.55,65,00:51:52,17:43,03:33,16.93,72,01:10:05,18:13,03:39,16.47,72,4434,01:13:54,03:49,03:29,17.23
SWE,D35,5371,01:29:31,00:21:06,21:06,04:14,14.21,107,00:41:50,20:43,04:09,14.48,95,01:03:06,21:16,04:16,14.10,75,01:24:57,21:50,04:23,13.73,73,5371,01:29:31,04:34,04:11,14.38
SWE,H35,4435,01:13:55,00:17:14,17:14,03:27,17.41,75,00:34:19,17:05,03:26,17.56,73,00:51:56,17:37,03:32,17.02,73,01:10:02,18:06,03:38,16.57,67,4435,01:13:55,03:52,03:32,16.99
SWE,D17,5375,01:29:35,00:19:50,19:50,03:59,15.12,39,00:40:20,20:30,04:07,14.63,57,01:01:54,21:33,04:19,13.92,61,01:24:34,22:39,04:32,13.24,67,5375,01:29:35,05:00,04:35,13.12
NOR,H17,4436,01:13:56,00:17:12,17:12,03:27,17.44,73,00:34:18,17:06,03:26,17.54,72,00:51:52,17:33,03:31,17.08,71,01:10:04,18:12,03:39,16.48,70,4436,01:13:56,03:51,03:31,17.07
SWE,D17,5377,01:29:37,00:21:10,21:10,04:15,14.17,112,00:41:58,20:48,04:10,14.41,100,01:03:22,21:23,04:17,14.02,83,01:25:03,21:40,04:21,13.84,75,5377,01:29:37,04:34,04:10,14.40
SWE,H35,4452,01:14:12,00:17:03,17:03,03:25,17.59,62,00:34:10,17:06,03:26,17.53,66,00:51:51,17:41,03:33,16.96,69,01:10:18,18:26,03:42,16.26,75,4452,01:14:12,03:54,03:34,16.86
SWE,H17,4455,01:14:15,00:16:58,16:58,03:24,17.67,58,00:33:58,16:59,03:24,17.66,59,00:51:42,17:44,03:33,16.91,67,01:10:16,18:33,03:43,16.16,73,4455,01:14:15,03:59,03:39,16.51
SWE,D17,5380,01:29:40,00:21:33,21:33,04:19,13.92,153,00:42:39,21:06,04:14,14.21,137,01:04:29,21:49,04:22,13.75,123,01:25:23,20:53,04:11,14.36,79,5380,01:29:40,04:17,03:55,15.34
SWE,H35,4473,01:14:33,00:17:46,17:46,03:34,16.88,111,00:35:05,17:18,03:28,17.33,95,00:52:42,17:36,03:32,17.03,83,01:10:40,17:58,03:36,16.69,77,4473,01:14:33,03:53,03:33,16.92
NOR,D17,5381,01:29:41,00:20:23,20:23,04:05,14.71,68,00:40:39,20:15,04:04,14.81,59,01:02:13,21:33,04:19,13.92,63,01:24:58,22:45,04:34,13.18,74,5381,01:29:41,04:42,04:18,13.97
SWE,D40,5384,01:29:44,00:20:53,20:53,04:11,14.36,86,00:41:43,20:50,04:11,14.39,90,01:03:12,21:29,04:18,13.96,76,01:25:07,21:54,04:23,13.69,77,5384,01:29:44,04:36,04:13,14.26
SWE,H17,4478,01:14:38,00:17:18,17:18,03:28,17.33,82,00:34:40,17:21,03:29,17.28,83,00:52:36,17:56,03:36,16.73,80,01:10:49,18:12,03:39,16.48,79,4478,01:14:38,03:49,03:29,17.23
SWE,H35,4491,01:14:51,00:17:10,17:10,03:27,17.47,71,00:34:23,17:13,03:27,17.41,75,00:52:05,17:42,03:33,16.95,75,01:10:48,18:42,03:45,16.03,78,4491,01:14:51,04:02,03:42,16.26
NOR,D17,5388,01:29:48,00:20:57,20:57,04:12,14.31,96,00:41:43,20:45,04:10,14.45,89,01:03:14,21:31,04:19,13.93,77,01:25:15,22:00,04:25,13.63,78,5388,01:29:48,04:33,04:10,14.44
SWE,H35,4495,01:14:55,00:17:48,17:48,03:34,16.85,113,00:35:54,18:06,03:38,16.57,127,00:53:31,17:36,03:32,17.03,95,01:11:05,17:33,03:31,17.08,80,4495,01:14:55,03:50,03:30,17.17
SWE,D17,5396,01:29:56,00:21:29,21:29,04:18,13.96,148,00:42:41,21:11,04:15,14.15,139,01:04:31,21:49,04:22,13.74,125,01:25:39,21:08,04:14,14.19,86,5396,01:29:56,04:16,03:54,15.39
SWE,D35,5406,01:30:06,00:20:51,20:51,04:11,14.38,84,00:41:39,20:48,04:10,14.42,83,01:03:18,21:38,04:20,13.86,79,01:25:27,22:09,04:26,13.54,81,5406,01:30:06,04:38,04:14,14.18
SWE,H17,4508,01:15:08,00:17:18,17:18,03:28,17.34,80,00:34:51,17:33,03:31,17.09,85,00:52:41,17:49,03:34,16.82,82,01:11:11,18:30,03:43,16.21,81,4508,01:15:08,03:56,03:36,16.72
SWE,H17,4508,01:15:08,00:17:50,17:50,03:35,16.82,117,00:35:00,17:10,03:27,17.47,88,00:52:42,17:41,03:33,16.95,84,01:11:14,18:31,03:43,16.19,82,4508,01:15:08,03:54,03:34,16.82
SWE,D40,5409,01:30:09,00:21:04,21:04,04:13,14.23,105,00:41:44,20:39,04:08,14.52,91,01:03:20,21:36,04:20,13.89,80,01:25:27,22:06,04:26,13.57,80,5409,01:30:09,04:41,04:18,14.01
SWE,D40,5410,01:30:10,00:21:34,21:34,04:19,13.90,154,00:42:36,21:02,04:13,14.26,134,01:04:06,21:29,04:18,13.96,112,01:25:45,21:38,04:20,13.86,87,5410,01:30:10,04:25,04:02,14.88
SWE,H17,4511,01:15:11,00:17:34,17:34,03:31,17.06,95,00:35:07,17:32,03:31,17.11,99,00:53:01,17:54,03:35,16.76,90,01:11:28,18:27,03:42,16.25,87,4511,01:15:11,03:42,03:23,17.74
SWE,D17,5413,01:30:13,00:21:23,21:23,04:17,14.03,142,00:42:16,20:53,04:11,14.36,118,01:03:34,21:18,04:16,14.08,94,01:25:34,21:59,04:24,13.65,83,5413,01:30:13,04:39,04:16,14.11
SWE,H35,4516,01:15:16,00:17:04,17:04,03:25,17.57,66,00:34:28,17:23,03:29,17.24,79,00:52:37,18:09,03:38,16.53,81,01:11:26,18:48,03:46,15.95,85,4516,01:15:16,03:50,03:30,17.17
NOR,H35,4521,01:15:21,00:17:43,17:43,03:33,16.92,106,00:35:04,17:20,03:29,17.30,92,00:52:57,17:53,03:35,16.77,87,01:11:25,18:28,03:42,16.24,84,4521,01:15:21,03:55,03:35,16.79
SWE,D17,5414,01:30:14,00:21:30,21:30,04:19,13.95,149,00:42:03,20:33,04:07,14.59,105,01:03:33,21:30,04:19,13.95,93,01:25:35,22:01,04:25,13.62,84,5414,01:30:14,04:39,04:15,14.15
SWE,H17,4524,01:15:24,00:17:45,17:45,03:34,16.89,110,00:35:03,17:17,03:28,17.34,91,00:52:45,17:41,03:33,16.95,85,01:11:17,18:32,03:43,16.18,83,4524,01:15:24,04:06,03:45,16.04
SWE,D17,5423,01:30:23,00:21:02,21:02,04:13,14.26,101,00:41:42,20:40,04:09,14.51,88,01:02:56,21:13,04:15,14.14,72,01:25:29,22:33,04:31,13.30,82,5423,01:30:23,04:54,04:29,13.41
SWE,D17,5423,01:30:23,00:20:55,20:55,04:12,14.33,92,00:41:40,20:44,04:09,14.46,86,01:03:21,21:40,04:21,13.84,82,01:25:37,22:16,04:28,13.47,85,5423,01:30:23,04:46,04:21,13.80
SWE,H17,4533,01:15:33,00:17:17,17:17,03:28,17.35,79,00:34:24,17:07,03:26,17.53,76,00:52:30,18:06,03:38,16.57,78,01:11:27,18:57,03:48,15.83,86,4533,01:15:33,04:05,03:44,16.08
SWE,H35,4540,01:15:40,00:17:56,17:56,03:36,16.72,125,00:35:25,17:28,03:30,17.16,104,00:53:07,17:42,03:33,16.94,-,01:10:50,17:42,03:33,16.94,-,4540,01:15:40,04:49,04:24,13.64
SWE,D17,5432,01:30:32,00:20:25,20:25,04:06,14.68,69,00:41:40,21:14,04:15,14.13,84,01:03:22,21:42,04:21,13.82,83,01:25:47,22:24,04:29,13.39,88,5432,01:30:32,04:44,04:20,13.86
SWE,D35,5434,01:30:34,00:20:48,20:48,04:10,14.41,82,00:41:39,20:51,04:11,14.39,82,01:03:29,21:49,04:22,13.75,87,01:25:57,22:28,04:30,13.35,91,5434,01:30:34,04:36,04:13,14.26
SWE,H17,4542,01:15:42,00:17:38,17:38,03:32,17.01,102,00:35:05,17:27,03:30,17.19,94,00:53:32,18:27,03:42,16.25,98,01:11:40,18:07,03:38,16.55,88,4542,01:15:42,04:01,03:41,16.33
SWE,D17,5435,01:30:35,00:21:03,21:03,04:13,14.24,103,00:41:45,20:42,04:09,14.49,92,01:03:29,21:43,04:21,13.80,89,01:26:03,22:33,04:31,13.30,95,5435,01:30:35,04:32,04:09,14.51
SWE,H40,4547,01:15:47,00:17:56,17:56,03:36,16.72,125,00:35:35,17:39,03:32,16.99,109,00:53:32,17:57,03:36,16.71,97,01:11:54,18:21,03:41,16.34,89,4547,01:15:47,03:52,03:33,16.96
SWE,H17,4558,01:15:58,00:17:53,17:53,03:35,16.76,121,00:35:39,17:45,03:34,16.89,114,00:53:47,18:07,03:38,16.55,105,01:11:58,18:11,03:39,16.50,90,4558,01:15:58,04:00,03:40,16.41
SWE,D17,5440,01:30:40,00:21:29,21:29,04:18,13.96,146,00:42:16,20:47,04:10,14.43,117,01:03:47,21:31,04:19,13.94,104,01:25:53,22:05,04:26,13.58,90,5440,01:30:40,04:47,04:22,13.75
SWE,D40,5440,01:30:40,00:20:58,20:58,04:12,14.30,97,00:41:55,20:56,04:12,14.33,97,01:03:49,21:54,04:23,13.69,105,01:26:05,22:16,04:28,13.47,100,5440,01:30:40,04:34,04:11,14.39
SWE,H40,4561,01:16:01,00:17:28,17:28,03:30,17.17,90,00:35:01,17:32,03:31,17.10,89,00:52:58,17:57,03:36,16.71,88,01:11:58,19:00,03:49,15.79,91,4561,01:16:01,04:03,03:42,16.25
SWE,H17,4564,01:16:04,00:18:00,18:00,03:37,16.66,137,00:35:34,17:33,03:31,17.08,107,00:53:39,18:05,03:38,16.59,102,01:12:05,18:26,03:42,16.27,93,4564,01:16:04,03:58,03:38,16.55
SWE,D17,5442,01:30:42,00:20:13,20:13,04:03,14.83,60,00:41:05,20:51,04:11,14.38,66,01:03:30,22:24,04:29,13.39,90,01:26:07,22:37,04:32,13.26,101,5442,01:30:42,04:35,04:11,14.35
UKR,H35,4564,01:16:04,00:15:26,15:26,03:06,19.42,20,00:31:25,15:59,03:12,18.77,27,00:48:07,16:41,03:21,17.97,28,01:10:39,22:31,04:31,13.32,76,4564,01:16:04,05:25,04:57,12.13
AUT,D17,5444,01:30:44,00:20:55,20:55,04:12,14.33,90,00:41:59,21:03,04:13,14.25,101,01:03:39,21:40,04:21,13.84,97,01:25:57,22:17,04:28,13.45,92,5444,01:30:44,04:46,04:22,13.77
SWE,H17,4565,01:16:05,00:18:06,18:06,03:38,16.56,150,00:35:38,17:32,03:31,17.11,112,00:53:35,17:56,03:36,16.72,99,01:11:59,18:23,03:41,16.31,92,4565,01:16:05,04:05,03:44,16.07
SWE,D17,5446,01:30:46,00:20:50,20:50,04:11,14.39,83,00:41:25,20:34,04:07,14.58,74,01:03:21,21:55,04:24,13.68,81,01:26:05,22:43,04:33,13.20,99,5446,01:30:46,04:41,04:17,14.04
SWE,D35,5446,01:30:46,00:21:03,21:03,04:13,14.25,102,00:41:58,20:55,04:12,14.34,98,01:03:32,21:34,04:19,13.91,92,01:26:05,22:32,04:31,13.31,98,5446,01:30:46,04:41,04:17,14.01
SWE,H17,4595,01:16:35,00:18:10,18:10,03:39,16.50,161,00:35:55,17:44,03:33,16.90,129,00:54:04,18:09,03:38,16.53,112,01:12:37,18:32,03:43,16.18,95,4595,01:16:35,03:58,03:38,16.55
SWE,H17,4597,01:16:37,00:17:54,17:54,03:35,16.76,123,00:35:49,17:55,03:36,16.74,121,00:54:13,18:24,03:41,16.30,117,01:12:40,18:26,03:42,16.26,97,4597,01:16:37,03:57,03:37,16.63
SWE,D40,5447,01:30:47,00:20:57,20:57,04:12,14.32,95,00:42:12,21:15,04:16,14.11,114,01:04:02,21:49,04:22,13.75,110,01:26:04,22:02,04:25,13.61,97,5447,01:30:47,04:42,04:18,13.97
SWE,D17,5449,01:30:49,00:20:04,20:04,04:01,14.94,52,00:41:14,21:09,04:14,14.17,68,01:03:29,22:14,04:27,13.49,88,01:25:50,22:20,04:29,13.42,89,5449,01:30:49,04:59,04:33,13.21
SWE,H17,4603,01:16:43,00:17:23,17:23,03:29,17.25,88,00:34:55,17:32,03:31,17.11,87,00:53:30,18:34,03:43,16.15,94,01:12:37,19:07,03:50,15.68,96,4603,01:16:43,04:05,03:45,16.06
SWE,H17,4605,01:16:45,00:17:11,17:11,03:27,17.45,72,00:34:40,17:28,03:30,17.17,81,00:52:59,18:19,03:40,16.38,89,01:12:23,19:23,03:53,15.46,94,4605,01:16:45,04:21,03:59,15.08
SWE,D35,5454,01:30:54,00:20:46,20:46,04:10,14.44,79,00:41:42,20:56,04:12,14.33,87,01:03:16,21:33,04:19,13.91,78,01:26:02,22:45,04:34,13.18,94,5454,01:30:54,04:52,04:27,13.52
SWE,H40,4606,01:16:46,00:17:38,17:38,03:32,17.00,103,00:35:24,17:45,03:34,16.90,103,00:53:49,18:25,03:42,16.29,107,01:12:44,18:55,03:48,15.85,99,4606,01:16:46,04:01,03:41,16.36
SWE,D45,5458,01:30:58,00:21:17,21:17,04:16,14.09,122,00:42:07,20:50,04:11,14.40,106,01:03:45,21:37,04:20,13.87,102,01:26:09,22:24,04:29,13.39,102,5458,01:30:58,04:48,04:24,13.67
SWE,D40,5461,01:31:01,00:21:07,21:07,04:14,14.21,108,00:41:59,20:52,04:11,14.37,102,01:03:32,21:32,04:19,13.92,91,01:25:59,22:27,04:30,13.36,93,5461,01:31:01,05:01,04:35,13.12
SWE,H35,4610,01:16:50,00:17:49,17:49,03:34,16.82,115,00:35:25,17:35,03:32,17.06,105,00:53:38,18:13,03:39,16.46,101,01:12:44,19:06,03:50,15.70,100,4610,01:16:50,04:05,03:44,16.10
SWE,D17,5461,01:31:01,00:21:51,21:51,04:23,13.73,168,00:42:35,20:43,04:09,14.47,131,01:03:54,21:18,04:16,14.08,107,01:26:16,22:22,04:29,13.40,103,5461,01:31:01,04:44,04:20,13.90
SWE,H35,4614,01:16:54,00:17:51,17:51,03:35,16.80,118,00:35:42,17:50,03:35,16.81,115,00:54:11,18:29,03:42,16.23,115,01:12:59,18:48,03:46,15.96,105,4614,01:16:54,03:55,03:35,16.78
SWE,D17,5465,01:31:05,00:21:21,21:21,04:17,14.05,135,00:42:35,21:14,04:15,14.13,132,01:04:30,21:54,04:23,13.69,124,01:26:30,21:59,04:24,13.64,108,5465,01:31:05,04:35,04:12,14.32
SWE,H40,4615,01:16:55,00:18:03,18:03,03:37,16.62,141,00:35:56,17:52,03:35,16.78,130,00:54:04,18:08,03:38,16.54,111,01:12:52,18:48,03:46,15.96,102,4615,01:16:55,04:02,03:42,16.26
SWE,D45,5468,01:31:08,00:20:47,20:47,04:10,14.43,80,00:41:54,21:07,04:14,14.20,96,01:03:46,21:51,04:23,13.72,103,01:26:28,22:41,04:33,13.22,106,5468,01:31:08,04:40,04:16,14.09
SWE,H40,4615,01:16:55,00:18:08,18:08,03:38,16.53,154,00:35:51,17:42,03:33,16.94,123,00:53:56,18:05,03:38,16.58,108,01:12:42,18:45,03:46,15.99,98,4615,01:16:55,04:13,03:52,15.57
SWE,D17,5473,01:31:13,00:21:19,21:19,04:16,14.07,128,00:42:21,21:02,04:13,14.25,122,01:04:10,21:48,04:22,13.75,114,01:26:29,22:18,04:28,13.45,107,5473,01:31:13,04:44,04:20,13.88
SWE,H17,4625,01:17:05,00:18:09,18:09,03:38,16.52,158,00:36:09,17:59,03:36,16.67,148,00:54:27,18:17,03:40,16.40,124,01:13:08,18:41,03:45,16.05,109,4625,01:17:05,03:56,03:36,16.67
SWE,D45,5474,01:31:14,00:20:41,20:41,04:09,14.50,74,00:41:14,20:33,04:07,14.60,67,01:03:04,21:49,04:22,13.74,74,01:26:03,22:59,04:36,13.05,96,5474,01:31:14,05:10,04:44,12.70
SWE,H17,4627,01:17:07,00:17:28,17:28,03:30,17.17,90,00:35:05,17:37,03:32,17.03,96,00:53:37,18:32,03:43,16.18,100,01:12:58,19:20,03:53,15.51,104,4627,01:17:07,04:08,03:47,15.87
SWE,H17,4628,01:17:08,00:17:37,17:37,03:32,17.03,101,00:36:07,18:30,03:43,16.21,141,00:54:38,18:30,03:43,16.21,133,01:13:13,18:35,03:44,16.14,112,4628,01:17:08,03:54,03:35,16.81
SWE,D17,5478,01:31:18,00:20:44,20:44,04:09,14.46,76,00:41:31,20:46,04:10,14.44,77,01:03:24,21:52,04:23,13.71,85,01:26:18,22:53,04:35,13.10,104,5478,01:31:18,05:00,04:35,13.14
SWE,H17,4631,01:17:11,00:17:49,17:49,03:34,16.83,114,00:35:23,17:33,03:31,17.08,102,00:53:25,18:02,03:37,16.63,92,01:12:50,19:24,03:53,15.45,101,4631,01:17:11,04:20,03:58,15.15
SWE,D17,5479,01:31:19,00:21:18,21:18,04:16,14.08,123,00:42:11,20:53,04:11,14.36,112,01:04:25,22:13,04:27,13.50,119,01:26:30,22:05,04:26,13.58,109,5479,01:31:19,04:48,04:24,13.68
SWE,D17,5479,01:31:19,00:21:43,21:43,04:21,13.80,163,00:43:06,21:22,04:17,14.04,152,01:04:51,21:45,04:22,13.79,133,01:26:42,21:51,04:23,13.73,110,5479,01:31:19,04:36,04:13,14.28
SWE,H17,4633,01:17:13,00:18:00,18:00,03:37,16.66,136,00:35:50,17:49,03:34,16.83,122,00:54:03,18:13,03:39,16.47,110,01:13:01,18:58,03:48,15.81,107,4633,01:17:13,04:11,03:50,15.69
SWE,H45,4635,01:17:15,00:18:02,18:02,03:37,16.62,140,00:35:52,17:49,03:34,16.83,125,00:54:09,18:16,03:40,16.41,114,01:13:14,19:04,03:49,15.72,113,4635,01:17:15,04:00,03:40,16.40
SWE,D17,5483,01:31:23,00:21:23,21:23,04:17,14.02,143,00:42:33,21:10,04:14,14.17,129,01:04:34,22:00,04:25,13.63,127,01:26:49,22:14,04:27,13.48,113,5483,01:31:23,04:34,04:11,14.38
SWE,D17,5492,01:31:32,00:21:41,21:41,04:21,13.83,161,00:42:40,20:58,04:12,14.30,138,01:04:29,21:48,04:22,13.75,121,01:26:48,22:19,04:28,13.44,112,5492,01:31:32,04:43,04:19,13.93
NOR,H17,4635,01:17:15,00:18:21,18:21,03:41,16.35,181,00:36:08,17:47,03:34,16.86,147,00:54:27,18:18,03:40,16.38,125,01:13:16,18:48,03:46,15.95,116,4635,01:17:15,03:58,03:38,16.53
NOR,D35,5494,01:31:34,00:20:22,20:22,04:05,14.72,67,00:41:27,21:04,04:13,14.23,75,01:03:44,22:17,04:28,13.46,100,01:26:50,23:05,04:38,12.99,115,5494,01:31:34,04:43,04:19,13.91
SWE,H40,4636,01:17:16,00:17:51,17:51,03:35,16.80,120,00:35:39,17:47,03:34,16.86,113,00:54:20,18:41,03:45,16.05,119,01:13:12,18:52,03:47,15.90,110,4636,01:17:16,04:04,03:43,16.17
SWE,H35,4637,01:17:17,00:18:28,18:28,03:42,16.24,199,00:36:26,17:58,03:36,16.69,167,00:54:52,18:25,03:42,16.28,147,01:13:28,18:36,03:44,16.13,122,4637,01:17:17,03:48,03:29,17.27
SWE,D35,5499,01:31:39,00:21:14,21:14,04:15,14.12,120,00:42:14,20:59,04:12,14.29,115,01:04:15,22:01,04:25,13.62,117,01:26:50,22:35,04:32,13.28,116,5499,01:31:39,04:48,04:24,13.67
SWE,D17,5500,01:31:40,00:20:55,20:55,04:12,14.34,89,00:41:35,20:40,04:09,14.51,80,01:03:44,22:08,04:26,13.55,99,01:26:43,22:58,04:36,13.05,111,5500,01:31:40,04:56,04:31,13.30
SWE,H45,4638,01:17:18,00:18:04,18:04,03:37,16.60,146,00:35:53,17:49,03:34,16.84,126,00:54:08,18:14,03:39,16.44,113,01:13:13,19:04,03:49,15.72,111,4638,01:17:18,04:05,03:44,16.11
SWE,H17,4641,01:17:21,00:17:35,17:35,03:32,17.05,98,00:35:17,17:41,03:33,16.95,100,00:53:45,18:28,03:42,16.25,104,01:13:07,19:21,03:53,15.49,108,4641,01:17:21,04:14,03:53,15.51
ISL,H55,5502,01:31:42,00:21:20,21:20,04:17,14.06,132,00:42:24,21:04,04:13,14.24,125,01:04:01,21:36,04:20,13.88,109,01:26:49,22:47,04:34,13.16,114,5502,01:31:42,04:53,04:28,13.47
SWE,D40,5506,01:31:46,00:21:03,21:03,04:13,14.24,104,00:41:58,20:54,04:11,14.35,98,01:03:53,21:55,04:23,13.69,106,01:26:55,23:01,04:37,13.03,118,5506,01:31:46,04:51,04:26,13.54
ISL,H35,4642,01:17:22,00:18:31,18:31,03:43,16.20,207,00:36:28,17:57,03:36,16.70,171,00:54:55,18:26,03:42,16.27,149,01:13:26,18:31,03:43,16.20,120,4642,01:17:22,03:55,03:35,16.77
SWE,H17,4643,01:17:23,00:18:24,18:24,03:41,16.30,190,00:36:14,17:50,03:35,16.81,154,00:54:37,18:22,03:41,16.32,132,01:13:21,18:43,03:45,16.02,118,4643,01:17:23,04:02,03:41,16.29
SWE,D35,5508,01:31:48,00:20:47,20:47,04:10,14.43,81,00:41:48,21:01,04:13,14.27,93,01:03:44,21:55,04:24,13.68,101,01:26:55,23:10,04:39,12.95,117,5508,01:31:48,04:53,04:28,13.46
